,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
410,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,7144566112,Acute Care Hospitals,Government - Local
411,50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private
412,50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,3103259110,Acute Care Hospitals,Voluntary non-profit - Other
413,50352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420,Acute Care Hospitals,Voluntary non-profit - Private
414,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,3105407676,Acute Care Hospitals,Voluntary non-profit - Church
415,50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,Acute Care Hospitals,Voluntary non-profit - Other
416,50359,TULARE REGIONAL MEDICAL CENTER,869 NORTH CHERRY AVENUE,TULARE,CA,93274,TULARE,5596880821,Acute Care Hospitals,Government - Hospital District or Authority
417,50360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,4159257900,Acute Care Hospitals,Government - Local
418,50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,7076465000,Acute Care Hospitals,Voluntary non-profit - Other
419,50373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,3232262800,Acute Care Hospitals,Government - Local
420,50376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,3102222101,Acute Care Hospitals,Government - Local
421,50378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,Acute Care Hospitals,Proprietary
422,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,4085592011,Acute Care Hospitals,Proprietary
423,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,6268142468,Acute Care Hospitals,Proprietary
424,50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Government - State
425,50393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,5269045000,Acute Care Hospitals,Voluntary non-profit - Private
426,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Acute Care Hospitals,Voluntary non-profit - Private
427,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Acute Care Hospitals,Voluntary non-profit - Private
428,50397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,5599356400,Acute Care Hospitals,Government - Hospital District or Authority
429,50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private
430,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Acute Care Hospitals,Voluntary non-profit - Other
431,50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,9169837400,Acute Care Hospitals,Voluntary non-profit - Private
432,50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,7074648880,Acute Care Hospitals,Government - Hospital District or Authority
433,50423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,7609224115,Acute Care Hospitals,Government - Hospital District or Authority
434,50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,Acute Care Hospitals,Voluntary non-profit - Private
435,50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Acute Care Hospitals,Voluntary non-profit - Private
436,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary
437,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,6263975000,Acute Care Hospitals,Voluntary non-profit - Other
438,50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,6507235708,Acute Care Hospitals,Voluntary non-profit - Private
439,50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Acute Care Hospitals,Voluntary non-profit - Private
440,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,Acute Care Hospitals,Voluntary non-profit - Other
441,50455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,Acute Care Hospitals,Voluntary non-profit - Private
442,50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Acute Care Hospitals,Voluntary non-profit - Private
443,50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,2095781211,Acute Care Hospitals,Proprietary
444,50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,3105324200,Acute Care Hospitals,Proprietary
445,50471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Acute Care Hospitals,Proprietary
446,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,8186764100,Acute Care Hospitals,Proprietary
447,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Acute Care Hospitals,Voluntary non-profit - Other
448,50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Acute Care Hospitals,Voluntary non-profit - Other
449,50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Acute Care Hospitals,Voluntary non-profit - Private
450,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,Acute Care Hospitals,Voluntary non-profit - Private
451,50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Acute Care Hospitals,Voluntary non-profit - Other
452,50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,2134847111,Acute Care Hospitals,Voluntary non-profit - Church
453,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,7607536501,Acute Care Hospitals,Voluntary non-profit - Private
454,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,Acute Care Hospitals,Proprietary
455,50510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,4154442000,Acute Care Hospitals,Voluntary non-profit - Other
456,50512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,5107844000,Acute Care Hospitals,Voluntary non-profit - Other
457,50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,6195285000,Acute Care Hospitals,Voluntary non-profit - Other
458,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Acute Care Hospitals,Voluntary non-profit - Other
459,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,Acute Care Hospitals,Voluntary non-profit - Private
460,50523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,Acute Care Hospitals,Voluntary non-profit - Private
461,50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary
462,50528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Acute Care Hospitals,Voluntary non-profit - Private
463,50534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,7603476191,Acute Care Hospitals,Proprietary
464,50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Voluntary non-profit - Private
465,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Acute Care Hospitals,Voluntary non-profit - Other
466,50543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,9496422734,Acute Care Hospitals,Proprietary
467,50546,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,CA,93257,TULARE,5597822222,Acute Care Hospitals,Government - State
468,50547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,7079386000,Acute Care Hospitals,Government - Federal
469,50548,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,ORANGE,7149575000,Acute Care Hospitals,Government - Local
470,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,8054972727,Acute Care Hospitals,Proprietary
471,50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary
472,50552,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761771,Acute Care Hospitals,Voluntary non-profit - Other
473,50557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,Acute Care Hospitals,Voluntary non-profit - Private
474,50561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,Acute Care Hospitals,Voluntary non-profit - Private
475,50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,9493641400,Acute Care Hospitals,Voluntary non-profit - Private
476,50568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,5596755555,Acute Care Hospitals,Voluntary non-profit - Other
477,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary
478,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Acute Care Hospitals,Proprietary
479,50580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary
480,50581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary
481,50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary
482,50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary
483,50589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Acute Care Hospitals,Proprietary
484,50590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Acute Care Hospitals,Voluntary non-profit - Other
485,50597,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,6269638411,Acute Care Hospitals,Voluntary non-profit - Private
486,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Acute Care Hospitals,Voluntary non-profit - Other
487,50603,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,Acute Care Hospitals,Voluntary non-profit - Private
488,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,4089727000,Acute Care Hospitals,Voluntary non-profit - Other
489,50608,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary
490,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,7142794000,Acute Care Hospitals,Voluntary non-profit - Other
491,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,VENTURA,8053895800,Acute Care Hospitals,Voluntary non-profit - Church
492,50624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,6612538000,Acute Care Hospitals,Voluntary non-profit - Private
493,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,Acute Care Hospitals,Voluntary non-profit - Other
494,50633,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,Acute Care Hospitals,Proprietary
495,50636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,8584856511,Acute Care Hospitals,Government - Hospital District or Authority
496,50641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Acute Care Hospitals,Proprietary
497,50663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,Acute Care Hospitals,Proprietary
498,50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,4157592300,Acute Care Hospitals,Government - Local
499,50674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,9166882000,Acute Care Hospitals,Voluntary non-profit - Other
500,50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800,Acute Care Hospitals,Voluntary non-profit - Private
501,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406,Acute Care Hospitals,Proprietary
502,50684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Acute Care Hospitals,Physician
503,50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Acute Care Hospitals,Voluntary non-profit - Other
504,50688,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Acute Care Hospitals,Voluntary non-profit - Church
505,50689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Acute Care Hospitals,Proprietary
506,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,7075714000,Acute Care Hospitals,Voluntary non-profit - Other
507,50696,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,LOS ANGELES,3234428656,Acute Care Hospitals,Voluntary non-profit - Other
508,50697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,5302258700,Acute Care Hospitals,Physician
509,50701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Acute Care Hospitals,Proprietary
510,50704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,Acute Care Hospitals,Voluntary non-profit - Private
511,50708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,Acute Care Hospitals,Proprietary
512,50709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Acute Care Hospitals,Proprietary
513,50710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,5594484500,Acute Care Hospitals,Voluntary non-profit - Private
514,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,8314772200,Acute Care Hospitals,Voluntary non-profit - Private
515,50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,5624017022,Acute Care Hospitals,Government - Local
516,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,6268511011,Acute Care Hospitals,Voluntary non-profit - Other
517,50724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,6613166000,Acute Care Hospitals,Proprietary
518,50726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,2095722700,Acute Care Hospitals,Proprietary
519,50727,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,LOS ANGELES,5624940600,Acute Care Hospitals,Voluntary non-profit - Private
520,50735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,5629453561,Acute Care Hospitals,Proprietary
521,50736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,Acute Care Hospitals,Proprietary
522,50737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,Acute Care Hospitals,Proprietary
523,50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,Acute Care Hospitals,Voluntary non-profit - Private
524,50739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,3106734660,Acute Care Hospitals,Proprietary
525,50740,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,3108238911,Acute Care Hospitals,Proprietary
526,50742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,Acute Care Hospitals,Proprietary
527,50744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,7145336220,Acute Care Hospitals,Proprietary
528,50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,7146330011,Acute Care Hospitals,Proprietary
529,50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,7149533610,Acute Care Hospitals,Proprietary
530,50747,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,7147545454,Acute Care Hospitals,Proprietary
531,50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,2098253700,Acute Care Hospitals,Voluntary non-profit - Private
532,50751,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,Acute Care Hospitals,Proprietary
533,50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Acute Care Hospitals,Voluntary non-profit - Private
534,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Acute Care Hospitals,Voluntary non-profit - Private
535,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Acute Care Hospitals,Proprietary
536,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Acute Care Hospitals,Voluntary non-profit - Private
537,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Acute Care Hospitals,Proprietary
538,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Acute Care Hospitals,Voluntary non-profit - Private
539,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Acute Care Hospitals,Proprietary
540,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Acute Care Hospitals,Proprietary
541,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Acute Care Hospitals,Voluntary non-profit - Other
542,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Acute Care Hospitals,Physician
543,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Acute Care Hospitals,Proprietary
544,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Acute Care Hospitals,Proprietary
545,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Acute Care Hospitals,Voluntary non-profit - Private
546,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Acute Care Hospitals,Proprietary
547,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Acute Care Hospitals,Voluntary non-profit - Private
548,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Acute Care Hospitals,Government - Hospital District or Authority
549,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Acute Care Hospitals,Proprietary
550,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Acute Care Hospitals,Proprietary
551,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Acute Care Hospitals,Voluntary non-profit - Private
552,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Acute Care Hospitals,Voluntary non-profit - Church
553,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Acute Care Hospitals,Voluntary non-profit - Private
554,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Acute Care Hospitals,Proprietary
555,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Acute Care Hospitals,Government - Local
556,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Acute Care Hospitals,Voluntary non-profit - Private
557,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Critical Access Hospitals,Government - Hospital District or Authority
558,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Critical Access Hospitals,Government - Hospital District or Authority
559,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Critical Access Hospitals,Government - Hospital District or Authority
560,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Critical Access Hospitals,Government - Hospital District or Authority
561,51304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,2099663631,Critical Access Hospitals,Government - Hospital District or Authority
562,51305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,5303365511,Critical Access Hospitals,Government - Hospital District or Authority
