Provider ID,Cleanliness,Nurse_com,Doc_com,Staff_responsiveness,Pain_management,Comm_medicine,Discharge_info,Care_transition,Overall_Hos_Rating,Quietness,Recomm_hos,Summary_star,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
50276,2,2,3,2,2,3,4,2,2,1,3,2,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,9253705000,Acute Care Hospitals,Government - Local
50278,3,3,3,4,4,3,3,4,4,2,4,3,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,8183658051,Acute Care Hospitals,Voluntary non-profit - Church
50279,2,3,1,3,2,2,2,1,3,3,2,2,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603663711,Acute Care Hospitals,Government - Hospital District or Authority
50280,2,3,2,2,3,3,4,3,2,1,3,3,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,5302256102,Acute Care Hospitals,Voluntary non-profit - Private
50281,3,2,2,2,3,3,3,1,3,2,2,2,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,6265701606,Acute Care Hospitals,Proprietary
50283,3,4,3,3,4,3,4,4,4,2,4,4,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,9254477000,Acute Care Hospitals,Voluntary non-profit - Private
50289,3,2,2,2,2,2,4,3,2,2,2,2,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,6509924000,Acute Care Hospitals,Voluntary non-profit - Church
50290,3,3,3,2,4,2,2,3,4,3,4,3,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,3108295511,Acute Care Hospitals,Voluntary non-profit - Private
50291,3,4,3,4,4,3,4,4,4,3,4,4,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,7075764000,Acute Care Hospitals,Voluntary non-profit - Other
50292,1,1,1,1,1,1,2,1,1,1,1,1,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9514864000,Acute Care Hospitals,Government - Local
50295,2,2,2,2,3,3,2,2,2,1,3,2,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,6616325000,Acute Care Hospitals,Voluntary non-profit - Other
50296,3,2,3,2,3,3,4,2,2,2,2,3,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,8316375711,Acute Care Hospitals,Government - Hospital District or Authority
50298,2,3,2,2,4,2,3,2,3,3,2,3,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,Acute Care Hospitals,Proprietary
50300,1,2,3,2,3,2,3,2,2,1,3,2,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,7602422311,Acute Care Hospitals,Voluntary non-profit - Private
50301,2,3,3,3,3,2,4,3,3,1,2,3,UKIAH VALLEY MEDICAL CENTER,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,7074623111,Acute Care Hospitals,Voluntary non-profit - Church
50305,1,2,2,1,3,2,2,2,2,1,2,2,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,5102044444,Acute Care Hospitals,Voluntary non-profit - Private
50308,3,4,3,3,4,4,3,4,4,3,4,4,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,6509407000,Acute Care Hospitals,Government - Hospital District or Authority
50309,2,3,3,3,3,2,2,3,3,2,4,3,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,9167811000,Acute Care Hospitals,Voluntary non-profit - Other
50313,3,3,3,2,4,2,3,4,3,2,3,3,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,2098351500,Acute Care Hospitals,Voluntary non-profit - Private
50315,1,2,3,2,2,2,1,2,2,1,2,2,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,6613262000,Acute Care Hospitals,Voluntary non-profit - Other
50320,2,2,3,2,3,3,2,2,3,3,3,3,HIGHLAND HOSPITAL,1411 E 31ST STREET,OAKLAND,CA,94602,ALAMEDA,5104374800,Acute Care Hospitals,Government - Hospital District or Authority
50324,3,4,3,3,4,3,3,4,4,3,4,3,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,8586264123,Acute Care Hospitals,Voluntary non-profit - Other
50327,1,3,3,2,3,3,4,3,4,1,4,3,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000,Acute Care Hospitals,Voluntary non-profit - Private
50329,2,2,2,2,2,2,2,2,2,1,2,2,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,9517374343,Acute Care Hospitals,Proprietary
50334,3,3,3,3,3,3,3,3,3,1,3,3,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,8317574333,Acute Care Hospitals,Voluntary non-profit - Other
50335,2,3,3,3,3,3,4,3,3,2,3,3,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,2095323161,Acute Care Hospitals,Voluntary non-profit - Church
50336,2,3,2,2,3,3,3,2,3,3,3,3,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,2093343411,Acute Care Hospitals,Voluntary non-profit - Other
50342,3,2,1,2,3,2,3,3,2,1,3,2,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,7603513333,Acute Care Hospitals,Government - Hospital District or Authority
50348,3,3,3,3,3,3,3,4,4,3,4,3,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,7144566112,Acute Care Hospitals,Government - Local
50350,3,2,2,2,2,2,2,3,2,1,2,2,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private
50351,3,4,3,3,4,3,3,4,5,3,5,4,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,3103259110,Acute Care Hospitals,Voluntary non-profit - Other
50352,4,4,4,4,3,4,4,4,4,3,4,4,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420,Acute Care Hospitals,Voluntary non-profit - Private
50353,3,3,3,2,3,3,2,3,4,2,4,3,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,3105407676,Acute Care Hospitals,Voluntary non-profit - Church
50357,4,4,4,4,4,4,5,5,5,4,5,4,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,Acute Care Hospitals,Voluntary non-profit - Other
50359,2,2,1,2,2,1,1,2,1,1,1,2,TULARE REGIONAL MEDICAL CENTER,869 NORTH CHERRY AVENUE,TULARE,CA,93274,TULARE,5596880821,Acute Care Hospitals,Government - Hospital District or Authority
50360,1,2,3,2,3,2,4,2,3,1,3,2,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,4159257900,Acute Care Hospitals,Government - Local
50367,2,4,3,3,4,3,4,4,3,1,3,3,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,7076465000,Acute Care Hospitals,Voluntary non-profit - Other
50373,2,2,3,2,2,2,2,4,3,2,3,2,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,3232262800,Acute Care Hospitals,Government - Local
50376,1,2,3,2,3,3,2,3,3,1,3,2,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,3102222101,Acute Care Hospitals,Government - Local
50378,2,2,2,1,2,2,2,1,2,1,2,2,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,Acute Care Hospitals,Proprietary
50380,2,2,3,2,3,2,3,2,3,1,3,2,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,4085592011,Acute Care Hospitals,Proprietary
50382,3,2,2,3,3,3,3,2,3,2,3,3,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,6268142468,Acute Care Hospitals,Proprietary
50390,1,2,1,1,2,1,2,1,1,1,1,1,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Government - State
50393,3,2,2,2,2,2,2,2,2,1,2,2,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,5269045000,Acute Care Hospitals,Voluntary non-profit - Private
50394,2,3,3,2,3,3,3,3,2,1,3,3,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Acute Care Hospitals,Voluntary non-profit - Private
50396,3,4,4,3,4,3,3,4,4,3,5,4,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Acute Care Hospitals,Voluntary non-profit - Private
50407,3,3,2,4,2,3,4,3,3,2,2,3,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private
50411,3,3,3,3,4,3,3,3,4,3,3,3,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Acute Care Hospitals,Voluntary non-profit - Other
50414,2,3,3,2,3,3,3,4,3,2,3,3,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,9169837400,Acute Care Hospitals,Voluntary non-profit - Private
50417,2,2,1,3,2,2,2,2,1,2,1,2,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,7074648880,Acute Care Hospitals,Government - Hospital District or Authority
50424,3,4,4,3,4,4,4,4,4,3,4,4,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,Acute Care Hospitals,Voluntary non-profit - Private
50425,2,2,3,2,3,2,3,3,3,1,3,3,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Acute Care Hospitals,Voluntary non-profit - Private
50426,2,1,1,1,3,1,1,1,2,1,1,1,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary
50438,3,3,3,3,3,3,3,4,4,3,5,3,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,6263975000,Acute Care Hospitals,Voluntary non-profit - Other
50441,3,4,3,3,3,3,4,4,4,1,4,3,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,6507235708,Acute Care Hospitals,Voluntary non-profit - Private
50444,2,2,1,2,3,3,2,2,2,2,2,2,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Acute Care Hospitals,Voluntary non-profit - Private
50454,4,4,4,4,4,3,4,4,5,3,5,4,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,Acute Care Hospitals,Voluntary non-profit - Other
50455,1,2,3,2,3,2,2,3,3,2,3,2,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,Acute Care Hospitals,Voluntary non-profit - Private
50457,3,2,3,1,3,4,3,2,2,1,3,3,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Acute Care Hospitals,Voluntary non-profit - Private
50464,2,3,3,2,3,3,3,2,3,1,3,3,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,2095781211,Acute Care Hospitals,Proprietary
50468,1,1,1,1,1,1,1,1,1,1,1,1,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,3105324200,Acute Care Hospitals,Proprietary
50471,2,2,3,2,2,2,3,2,3,2,3,2,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Acute Care Hospitals,Proprietary
50481,1,2,2,2,3,2,2,2,3,1,3,2,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,8186764100,Acute Care Hospitals,Proprietary
50485,3,3,3,2,3,3,2,4,4,1,4,3,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Acute Care Hospitals,Voluntary non-profit - Other
50488,3,3,3,2,4,3,3,4,4,3,4,3,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Acute Care Hospitals,Voluntary non-profit - Other
50492,3,3,3,2,4,3,4,3,4,3,4,3,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Acute Care Hospitals,Voluntary non-profit - Private
50496,3,4,3,3,4,3,4,4,4,2,4,4,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,Acute Care Hospitals,Voluntary non-profit - Private
50498,4,4,3,3,4,3,4,4,4,2,4,4,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Acute Care Hospitals,Voluntary non-profit - Other
50502,1,2,2,2,2,2,2,3,2,1,2,2,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,2134847111,Acute Care Hospitals,Voluntary non-profit - Church
50503,2,3,3,2,3,2,2,3,3,1,3,3,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,7607536501,Acute Care Hospitals,Voluntary non-profit - Private
50506,2,3,3,2,3,3,4,3,3,1,3,3,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,Acute Care Hospitals,Proprietary
50510,3,4,4,4,4,3,4,4,3,1,4,4,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,4154442000,Acute Care Hospitals,Voluntary non-profit - Other
50512,3,2,4,2,4,2,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,5107844000,Acute Care Hospitals,Voluntary non-profit - Other
50515,3,3,3,3,4,3,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,6195285000,Acute Care Hospitals,Voluntary non-profit - Other
50516,2,3,3,2,3,3,3,3,3,1,2,3,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Acute Care Hospitals,Voluntary non-profit - Other
50517,2,1,1,1,1,1,2,1,1,1,1,1,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,Acute Care Hospitals,Voluntary non-profit - Private
50523,2,2,2,2,3,2,2,3,2,1,2,2,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,Acute Care Hospitals,Voluntary non-profit - Private
50526,1,1,1,1,1,1,1,1,1,1,1,1,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary
50528,4,3,2,4,3,2,3,2,2,1,2,3,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Acute Care Hospitals,Voluntary non-profit - Private
50534,3,3,3,3,3,3,2,2,3,1,2,3,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,7603476191,Acute Care Hospitals,Proprietary
50537,4,4,4,4,4,4,4,4,5,3,5,4,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Voluntary non-profit - Private
50541,4,3,4,3,4,3,3,4,4,3,4,4,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Acute Care Hospitals,Voluntary non-profit - Other
50549,2,2,3,2,3,2,3,2,3,3,3,3,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,8054972727,Acute Care Hospitals,Proprietary
50551,1,3,3,2,3,3,3,2,2,1,2,2,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary
50557,2,2,2,2,3,2,3,3,3,2,3,2,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,Acute Care Hospitals,Voluntary non-profit - Private
50561,2,3,3,3,3,3,2,3,4,3,3,3,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,Acute Care Hospitals,Voluntary non-profit - Private
50567,3,3,3,3,4,3,4,3,4,3,4,3,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,9493641400,Acute Care Hospitals,Voluntary non-profit - Private
50568,3,2,1,2,2,2,3,2,2,1,2,2,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,5596755555,Acute Care Hospitals,Voluntary non-profit - Other
50570,2,2,1,2,3,3,3,1,2,1,2,2,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary
50573,3,3,3,3,4,3,3,4,4,2,4,3,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Acute Care Hospitals,Proprietary
50580,2,2,2,3,3,3,2,2,3,2,3,2,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary
50581,1,2,3,2,3,3,2,2,2,1,2,2,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary
50586,2,3,3,2,3,3,2,2,3,2,3,3,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary
50588,3,2,2,1,3,2,3,2,2,2,2,2,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary
50589,3,3,2,2,3,2,3,2,3,1,3,2,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Acute Care Hospitals,Proprietary
50590,2,2,2,2,3,3,3,2,2,1,2,2,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Acute Care Hospitals,Voluntary non-profit - Other
50597,3,4,4,4,4,4,2,3,4,2,4,4,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,6269638411,Acute Care Hospitals,Voluntary non-profit - Private
50599,2,3,3,2,3,3,3,4,3,1,4,3,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Acute Care Hospitals,Voluntary non-profit - Other
50603,3,3,3,2,4,2,3,4,4,1,4,3,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,Acute Care Hospitals,Voluntary non-profit - Private
50604,3,3,3,2,4,3,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,4089727000,Acute Care Hospitals,Voluntary non-profit - Other
50608,3,2,3,2,3,2,3,2,3,1,2,2,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary
50609,3,4,4,3,4,3,3,4,5,3,4,4,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,7142794000,Acute Care Hospitals,Voluntary non-profit - Other
50616,2,3,3,2,3,3,3,3,3,1,3,3,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,VENTURA,8053895800,Acute Care Hospitals,Voluntary non-profit - Church
50624,3,3,3,3,3,3,2,3,3,1,3,3,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,6612538000,Acute Care Hospitals,Voluntary non-profit - Private
50625,3,3,3,3,3,2,3,4,4,2,4,3,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,Acute Care Hospitals,Voluntary non-profit - Other
50633,2,4,3,3,4,4,4,2,3,2,2,3,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,Acute Care Hospitals,Proprietary
50636,2,4,3,3,4,3,4,4,3,1,3,3,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,8584856511,Acute Care Hospitals,Government - Hospital District or Authority
50641,3,2,1,2,2,2,2,1,2,2,2,2,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Acute Care Hospitals,Proprietary
50663,1,1,1,1,1,1,1,1,1,1,1,1,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,Acute Care Hospitals,Proprietary
50674,2,3,3,3,4,3,3,4,4,2,4,3,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,9166882000,Acute Care Hospitals,Voluntary non-profit - Other
50677,4,4,4,4,4,4,3,4,4,2,4,4,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800,Acute Care Hospitals,Voluntary non-profit - Private
50678,3,3,3,3,3,3,3,4,3,1,3,3,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406,Acute Care Hospitals,Proprietary
50684,1,1,1,1,2,1,2,1,1,1,1,1,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Acute Care Hospitals,Physician
50686,3,3,3,3,4,3,3,3,4,1,4,3,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Acute Care Hospitals,Voluntary non-profit - Other
50688,4,3,3,2,4,3,2,3,3,1,2,3,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Acute Care Hospitals,Voluntary non-profit - Church
50689,1,2,3,2,3,2,3,2,2,2,3,2,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Acute Care Hospitals,Proprietary
50690,3,4,3,3,4,3,4,4,4,2,4,4,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,7075714000,Acute Care Hospitals,Voluntary non-profit - Other
50696,3,3,3,2,3,3,3,4,4,3,4,3,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,LOS ANGELES,3234428656,Acute Care Hospitals,Voluntary non-profit - Other
50701,1,2,2,2,3,2,3,2,3,2,2,2,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Acute Care Hospitals,Proprietary
50704,2,2,2,2,2,2,2,1,2,1,1,2,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,Acute Care Hospitals,Voluntary non-profit - Private
50708,5,5,4,5,5,5,5,5,5,5,5,5,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,Acute Care Hospitals,Proprietary
50709,2,2,1,2,2,2,2,1,2,2,2,2,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Acute Care Hospitals,Proprietary
